date,user_id,device,pages_viewed,paid_clicks,organic_clicks,revenue
2026-02-08,1490,mobile,23,4,4,14.07
2026-02-08,1492,mobile,14,3,3,13.77
2026-02-08,1495,mobile,11,4,11,15.91
2026-02-08,1499,mobile,23,1,4,12.72
2026-02-08,1500,mobile,25,6,17,10.82
2026-02-08,1504,mobile,15,4,3,11.83
2026-02-08,1506,mobile,12,1,3,10.57
2026-02-08,1507,mobile,16,1,10,11.13
2026-02-08,1511,mobile,17,4,3,12.49
2026-02-08,1514,desktop,8,1,3,2.36
2026-02-08,1522,mobile,15,1,3,15.7
2026-02-08,1523,desktop,6,1,1,3.04
2026-02-08,1527,mobile,14,4,4,18.25
2026-02-08,1528,mobile,15,2,5,10.43
2026-02-08,1530,mobile,12,4,1,12.62
2026-02-08,1531,mobile,18,4,4,13.89
2026-02-08,1535,desktop,6,0,4,63.3
2026-02-08,1536,desktop,4,2,5,1.75
2026-02-08,1537,mobile,31,4,4,14.08
2026-02-08,1538,desktop,12,0,0,3.63
2026-02-08,1539,mobile,14,8,0,8.54
2026-02-08,1541,desktop,4,1,2,64.79
2026-02-08,1544,mobile,19,3,6,12.5
2026-02-08,1545,mobile,8,7,6,12.54
2026-02-08,1550,mobile,12,4,10,11.62
2026-02-08,1551,mobile,9,6,11,12.6
2026-02-08,1553,mobile,8,4,10,12.37
2026-02-08,1557,mobile,20,4,10,14.42
2026-02-08,1560,mobile,16,2,1,12.98
2026-02-08,1565,mobile,17,2,3,13.33
2026-02-08,1567,desktop,6,0,1,2.44
2026-02-08,1570,mobile,12,4,5,10.72
2026-02-08,1571,desktop,2,3,2,3.12
2026-02-08,1572,mobile,19,1,5,12.55
2026-02-08,1573,mobile,18,3,2,6.63
2026-02-08,1574,mobile,10,3,5,11.12
2026-02-08,1575,desktop,8,1,0,2.58
2026-02-08,1578,mobile,15,2,6,11.15
2026-02-08,1579,mobile,15,3,3,13.85
2026-02-08,1580,mobile,14,2,3,12.52
2026-02-08,1581,mobile,21,1,0,10.61
2026-02-08,1582,mobile,20,0,7,11.37
2026-02-08,1583,mobile,26,1,5,11.27
2026-02-08,1584,mobile,9,5,2,12.34
2026-02-08,1586,mobile,21,8,8,14.07
2026-02-08,1587,mobile,8,2,1,178.28
2026-02-08,1588,mobile,16,4,4,10.01
2026-02-08,1590,mobile,15,2,3,10.23
2026-02-08,1591,mobile,13,4,2,13.32
2026-02-08,1596,mobile,16,5,5,14.06
2026-02-08,1597,desktop,5,1,1,3.92
2026-02-08,1601,mobile,61,2,1,14.2
2026-02-08,1604,desktop,7,0,3,2.45
2026-02-08,1605,mobile,18,3,3,11.24
2026-02-08,1608,mobile,20,9,6,9.39
2026-02-08,1610,mobile,12,5,2,10.5
2026-02-08,1612,mobile,59,5,9,14.15
2026-02-08,1614,mobile,12,4,4,12.53
2026-02-08,1616,mobile,7,2,1,9.82
2026-02-08,1617,mobile,13,4,10,13.75
2026-02-08,1620,mobile,24,5,6,10.19
2026-02-08,1623,mobile,11,4,4,11.21
2026-02-08,1624,desktop,3,4,0,3.64
2026-02-08,1625,mobile,15,0,2,10.62
2026-02-08,1626,mobile,16,6,17,12.65
2026-02-08,1628,desktop,6,1,0,4.21
2026-02-08,1630,mobile,18,2,3,13.26
2026-02-08,1631,mobile,13,3,8,9.27
2026-02-08,1632,mobile,27,1,11,13.51
2026-02-08,1639,mobile,28,6,2,15.86
2026-02-08,1644,desktop,2,5,1,2.09
2026-02-08,1647,mobile,17,2,3,12.13
2026-02-08,1648,mobile,18,1,6,14.39
2026-02-08,1651,mobile,19,8,8,12.0
2026-02-08,1653,mobile,55,2,3,9.7
2026-02-08,1654,desktop,4,1,1,1.62
2026-02-08,1655,mobile,16,5,5,16.19
2026-02-08,1657,mobile,14,3,3,12.31
2026-02-08,1658,mobile,12,1,1,11.13
2026-02-08,1659,mobile,12,0,4,9.23
2026-02-08,1660,mobile,26,10,5,9.17
2026-02-08,1662,mobile,17,3,21,12.71
2026-02-08,1664,mobile,7,2,1,11.39
2026-02-08,1665,mobile,7,5,4,15.76
2026-02-08,1666,mobile,13,6,0,10.75
2026-02-08,1667,mobile,16,2,17,10.23
2026-02-08,1670,mobile,8,3,5,12.31
2026-02-08,1671,mobile,11,2,5,11.65
2026-02-08,1672,mobile,20,4,3,10.54
2026-02-08,1674,mobile,11,4,7,15.43
2026-02-08,1675,mobile,10,2,7,11.86
2026-02-08,1677,mobile,11,6,3,11.3
2026-02-08,1678,desktop,8,1,0,3.49
2026-02-08,1681,mobile,15,13,8,12.48
2026-02-08,1685,mobile,30,2,5,12.02
2026-02-08,1687,mobile,8,4,8,12.55
2026-02-08,1688,mobile,7,2,3,6.66
2026-02-08,1691,mobile,21,3,4,9.83
2026-02-08,1692,mobile,27,3,12,11.7
2026-02-08,1694,mobile,17,2,7,10.39
2026-02-08,1702,mobile,6,4,7,15.76
2026-02-08,1704,mobile,12,5,6,13.33
2026-02-08,1706,mobile,13,1,7,11.16
2026-02-08,1709,mobile,15,2,6,12.54
2026-02-08,1710,desktop,2,0,5,2.7
2026-02-08,1712,mobile,14,4,2,10.33
2026-02-08,1713,mobile,14,3,10,10.3
2026-02-08,1716,desktop,5,0,3,2.7
2026-02-08,1721,desktop,2,5,0,1.54
2026-02-08,1722,mobile,9,4,4,11.21
2026-02-08,1723,desktop,3,0,1,2.27
2026-02-08,1724,mobile,23,5,11,11.94
2026-02-08,1725,desktop,2,3,2,3.29
2026-02-08,1726,mobile,12,4,2,16.45
2026-02-08,1729,mobile,14,2,3,15.07
2026-02-08,1730,mobile,12,2,8,16.46
2026-02-08,1733,mobile,12,1,5,9.1
2026-02-08,1734,desktop,5,2,1,3.25
2026-02-08,1736,mobile,23,6,5,11.06
2026-02-08,1737,desktop,5,0,0,1.78
2026-02-08,1738,mobile,17,7,0,8.59
2026-02-08,1743,desktop,12,2,3,2.33
2026-02-08,1745,mobile,10,7,3,10.15
2026-02-08,1746,desktop,4,0,4,3.22
2026-02-08,1748,mobile,19,4,4,15.52
2026-02-08,1749,desktop,7,3,3,4.14
2026-02-08,1752,desktop,6,1,1,3.96
2026-02-08,1754,mobile,22,1,10,10.13
2026-02-08,1756,mobile,27,3,6,12.01
2026-02-08,1757,mobile,16,4,9,11.99
2026-02-08,1758,desktop,5,2,9,2.89
2026-02-08,1760,mobile,16,1,9,15.31
2026-02-08,1762,desktop,6,0,3,3.4
2026-02-08,1765,mobile,24,1,2,12.03
2026-02-08,1766,mobile,18,4,5,9.36
2026-02-08,1767,mobile,14,1,13,12.53
2026-02-08,1769,mobile,18,0,7,12.85
2026-02-08,1770,mobile,17,4,8,9.7
2026-02-08,1772,mobile,17,2,6,8.32
2026-02-08,1775,mobile,20,2,9,11.5
2026-02-08,1776,mobile,15,15,6,13.09
2026-02-08,1778,mobile,31,2,2,9.07
2026-02-08,1780,desktop,7,0,1,2.2
2026-02-08,1781,mobile,15,1,1,176.11
2026-02-08,1782,mobile,10,1,13,10.57
2026-02-08,1784,mobile,18,1,4,12.57
2026-02-08,1785,mobile,18,5,8,9.4
2026-02-08,1786,mobile,15,3,8,11.53
2026-02-08,1787,mobile,9,1,2,11.59
2026-02-08,1788,desktop,5,1,2,4.53
2026-02-08,1789,mobile,24,1,1,12.55
2026-02-08,1790,desktop,3,0,1,2.45
2026-02-08,1792,mobile,7,1,13,10.61
2026-02-08,1793,mobile,17,2,3,223.35
2026-02-08,1794,desktop,4,0,2,2.69
2026-02-08,1795,desktop,4,2,1,1.9
2026-02-08,1796,mobile,18,5,1,13.49
2026-02-08,1797,desktop,6,0,0,4.81
2026-02-08,1799,desktop,11,0,7,3.22
2026-02-08,1800,mobile,9,2,1,15.01
2026-02-08,1805,mobile,10,2,4,10.61
2026-02-08,1809,desktop,5,0,3,3.83
2026-02-08,1810,mobile,24,2,4,14.27
2026-02-08,1812,mobile,19,6,7,8.8
2026-02-08,1813,desktop,5,0,1,1.98
2026-02-08,1815,mobile,13,4,7,13.76
2026-02-08,1818,mobile,11,5,1,11.12
2026-02-08,1819,mobile,17,5,4,10.43
2026-02-08,1821,desktop,2,1,2,3.31
2026-02-08,1822,mobile,19,1,17,9.63
2026-02-08,1828,mobile,21,3,1,13.55
2026-02-08,1829,mobile,15,4,2,10.68
2026-02-08,1830,mobile,12,4,5,10.45
2026-02-08,1832,mobile,10,4,2,12.08
2026-02-08,1833,mobile,13,3,6,12.09
2026-02-08,1835,mobile,21,1,8,9.72
2026-02-08,1836,desktop,8,1,3,1.44
2026-02-08,1837,mobile,13,3,5,8.54
2026-02-08,1838,mobile,15,3,1,8.96
2026-02-08,1839,mobile,18,3,3,11.69
2026-02-08,1840,mobile,16,0,6,14.4
2026-02-08,1843,mobile,21,1,2,11.7
2026-02-08,1847,desktop,5,1,0,2.99
2026-02-08,1848,mobile,14,3,4,10.12
2026-02-08,1849,mobile,14,4,4,11.73
2026-02-08,1850,mobile,13,3,5,11.55
2026-02-08,1853,mobile,10,1,9,8.77
2026-02-08,1856,mobile,14,2,0,14.13
2026-02-08,1859,mobile,18,0,10,14.44
2026-02-08,1861,mobile,15,12,4,14.04
2026-02-08,1864,mobile,14,4,7,12.31
2026-02-08,1865,mobile,13,3,4,9.5
2026-02-08,1869,mobile,15,5,7,17.15
2026-02-08,1870,mobile,18,3,2,13.76
2026-02-08,1871,mobile,24,3,2,10.62
2026-02-08,1873,mobile,8,4,7,13.52
2026-02-08,1874,mobile,13,3,8,12.94
2026-02-08,1880,mobile,22,0,4,14.53
2026-02-08,1881,mobile,20,3,1,12.46
2026-02-08,1882,mobile,23,1,11,9.18
2026-02-08,1884,desktop,5,0,2,3.25
2026-02-08,1886,desktop,5,0,3,3.64
2026-02-08,1887,mobile,65,1,7,15.12
2026-02-08,1888,mobile,18,4,0,11.85
2026-02-08,1890,desktop,3,3,0,3.4
2026-02-08,1891,mobile,24,4,8,10.23
2026-02-08,1892,mobile,6,1,8,9.23
2026-02-08,1893,mobile,17,8,7,9.8
2026-02-08,1895,mobile,19,1,5,13.84
2026-02-08,1896,mobile,15,2,6,11.3
2026-02-08,1897,desktop,3,0,1,5.87
2026-02-08,1898,mobile,4,3,5,11.84
2026-02-08,1899,mobile,13,2,6,12.66
2026-02-08,1902,mobile,25,8,5,12.35
2026-02-08,1903,desktop,4,0,1,2.1
2026-02-08,1904,mobile,16,2,1,13.9
2026-02-08,1906,mobile,18,7,6,11.01
2026-02-08,1907,mobile,15,3,2,17.89
2026-02-08,1908,mobile,13,3,2,11.15
2026-02-08,1909,desktop,11,1,1,3.87
2026-02-08,1910,mobile,24,4,5,8.85
2026-02-08,1911,mobile,14,10,8,13.1
2026-02-08,1914,mobile,18,2,9,13.02
2026-02-08,1920,mobile,20,1,5,9.52
2026-02-08,1923,mobile,8,2,5,11.84
2026-02-08,1925,desktop,12,0,3,1.74
2026-02-08,1926,mobile,15,6,1,12.11
2026-02-08,1928,mobile,44,3,4,11.88
2026-02-08,1932,mobile,13,0,4,10.39
2026-02-08,1933,mobile,15,0,8,11.05
2026-02-08,1939,desktop,8,3,2,2.64
2026-02-08,1943,mobile,55,7,3,11.75
2026-02-08,1944,mobile,17,3,1,13.55
2026-02-08,1945,mobile,9,3,3,11.51
2026-02-08,1946,mobile,12,4,1,12.41
2026-02-08,1948,mobile,5,6,8,11.83
2026-02-08,1951,mobile,17,13,4,13.83
2026-02-08,1952,mobile,10,2,6,12.62
2026-02-08,1956,mobile,20,4,5,15.11
2026-02-08,1957,mobile,13,2,16,10.34
2026-02-08,1960,desktop,5,2,0,3.81
2026-02-08,1961,mobile,11,6,6,11.08
2026-02-08,1962,mobile,18,4,5,12.43
2026-02-08,1963,mobile,76,2,8,10.56
2026-02-08,1968,mobile,10,1,2,13.32
2026-02-08,1971,mobile,18,1,3,10.33
2026-02-08,1974,mobile,13,2,2,7.91
2026-02-08,1976,mobile,11,2,4,9.66
2026-02-08,1977,mobile,10,7,5,12.89
2026-02-08,1979,mobile,12,1,4,12.56
2026-02-08,1981,mobile,16,7,7,12.59
2026-02-08,1982,mobile,15,2,9,13.12
2026-02-08,1984,desktop,12,1,1,2.17
2026-02-08,1987,mobile,24,5,8,13.64
2026-02-08,1988,mobile,13,3,6,9.86
2026-02-08,1989,mobile,11,3,0,15.95
2026-02-08,1990,mobile,16,4,6,12.29
2026-02-08,1992,mobile,13,9,3,11.51
2026-02-08,1993,desktop,11,0,0,3.27
2026-02-08,1995,mobile,19,4,5,13.33
2026-02-08,1997,desktop,12,0,0,3.14
2026-02-08,1998,desktop,3,0,1,4.23
2026-02-08,1999,mobile,8,2,8,11.58
2026-02-08,2000,mobile,17,3,5,175.35
2026-02-08,2003,mobile,9,1,5,13.03
2026-02-08,2004,mobile,8,4,15,13.72
2026-02-08,2005,mobile,22,8,4,9.08
2026-02-08,2006,mobile,26,2,1,222.13
2026-02-08,2007,mobile,18,6,1,11.15
2026-02-08,2008,desktop,6,3,2,2.43
2026-02-08,2009,mobile,16,5,1,11.68
2026-02-08,2010,desktop,6,1,0,4.16
2026-02-08,2011,desktop,5,3,6,3.96
2026-02-08,2014,mobile,19,3,4,11.74
2026-02-08,2017,mobile,15,1,5,10.73
2026-02-08,2018,desktop,4,2,1,3.39
2026-02-08,2023,desktop,11,0,4,3.64
2026-02-08,2026,mobile,34,2,10,12.26
2026-02-08,2027,mobile,45,2,4,13.82
2026-02-08,2029,mobile,21,0,2,12.71
2026-02-08,2031,mobile,10,1,6,183.38
2026-02-08,2033,mobile,25,6,8,15.38
2026-02-08,2036,desktop,1,0,2,3.64
2026-02-08,2037,desktop,5,0,0,2.1
2026-02-08,2038,mobile,19,1,5,10.66
2026-02-08,2039,mobile,16,5,6,12.47
2026-02-08,2041,mobile,14,1,2,7.17
2026-02-08,2043,desktop,3,3,1,1.02
2026-02-08,2046,desktop,10,1,3,3.37
2026-02-08,2047,mobile,14,4,6,11.81
2026-02-08,2048,mobile,17,3,4,13.94
2026-02-08,2049,desktop,18,3,5,1.73
2026-02-08,2050,mobile,20,8,7,137.05
2026-02-08,2051,mobile,24,5,3,9.48
2026-02-08,2052,desktop,6,2,2,2.03
2026-02-08,2054,mobile,21,2,2,11.55
2026-02-08,2058,mobile,11,3,1,13.13
2026-02-08,2059,mobile,15,8,10,11.01
2026-02-08,2060,desktop,5,1,1,2.3
2026-02-08,2061,mobile,17,2,6,10.04
2026-02-08,2062,mobile,14,14,5,12.53
2026-02-08,2066,mobile,24,2,4,9.73
2026-02-08,2068,desktop,4,2,2,4.68
2026-02-08,2071,mobile,9,4,3,11.29
2026-02-08,2072,mobile,17,0,3,12.56
2026-02-08,2073,mobile,17,3,3,12.88
2026-02-08,2074,mobile,16,5,5,9.62
2026-02-08,2076,mobile,15,3,4,9.76
2026-02-08,2077,mobile,16,9,5,9.81
2026-02-08,2078,mobile,20,3,2,14.22
2026-02-08,2079,mobile,11,3,3,13.45
2026-02-08,2080,desktop,10,1,4,2.81
2026-02-08,2081,desktop,3,0,2,1.97
2026-02-08,2082,mobile,16,1,2,10.61
2026-02-08,2083,mobile,18,5,6,11.69
2026-02-08,2085,mobile,14,6,4,12.47
2026-02-08,2088,mobile,18,2,2,12.2
2026-02-08,2089,mobile,9,1,3,12.19
2026-02-08,2090,mobile,20,1,3,11.01
2026-02-08,2093,mobile,17,5,7,12.71
2026-02-08,2095,mobile,28,4,5,10.95
2026-02-08,2096,mobile,17,2,4,14.38
2026-02-08,2097,mobile,12,2,4,14.24
2026-02-08,2103,mobile,17,4,1,15.03
2026-02-08,2106,mobile,18,0,4,11.69
2026-02-08,2107,mobile,12,12,7,10.92
2026-02-08,2108,mobile,8,6,4,8.2
2026-02-08,2109,mobile,26,1,3,10.32
2026-02-08,2110,desktop,7,0,1,4.62
2026-02-08,2111,mobile,19,1,1,9.3
2026-02-08,2112,desktop,5,1,5,2.35
2026-02-08,2116,mobile,11,3,3,12.75
2026-02-08,2117,mobile,16,2,3,11.61
2026-02-08,2118,desktop,6,0,2,3.35
2026-02-08,2119,mobile,12,0,5,10.58
2026-02-08,2121,mobile,17,4,7,9.65
2026-02-08,2123,mobile,18,5,9,14.08
2026-02-08,2124,mobile,15,4,3,13.47
2026-02-08,2125,mobile,11,2,3,10.62
2026-02-08,2127,desktop,3,3,1,2.24
2026-02-08,2128,mobile,28,2,0,274.43
2026-02-08,2130,desktop,2,1,2,3.9
2026-02-08,2131,desktop,5,0,3,1.7
2026-02-08,2136,desktop,5,1,1,3.55
2026-02-08,2137,mobile,12,5,6,12.6
2026-02-08,2143,mobile,18,6,8,11.56
2026-02-08,2149,mobile,54,3,3,13.31
2026-02-08,2151,desktop,5,1,0,2.19
2026-02-08,2152,mobile,23,1,5,13.41
2026-02-08,2158,mobile,14,2,1,8.94
2026-02-08,2161,mobile,24,2,3,9.09
2026-02-08,2162,mobile,7,7,7,17.88
2026-02-08,2164,mobile,18,11,3,8.01
2026-02-08,2165,mobile,20,3,3,10.39
2026-02-08,2166,mobile,15,5,3,14.98
2026-02-08,2167,desktop,5,0,0,2.29
2026-02-08,2168,mobile,19,5,7,14.19
2026-02-08,2170,mobile,12,2,7,13.5
2026-02-08,2172,desktop,3,0,1,3.54
2026-02-08,2174,mobile,23,4,3,12.79
2026-02-08,2179,mobile,22,4,2,14.42
2026-02-08,2180,mobile,10,14,7,9.26
2026-02-08,2182,desktop,1,5,2,3.19
2026-02-08,2183,mobile,19,8,7,194.14
2026-02-08,2184,mobile,7,3,5,13.74
2026-02-08,2185,mobile,10,6,12,277.05
2026-02-08,2190,mobile,11,1,4,13.06
2026-02-08,2191,mobile,14,1,1,14.77
2026-02-08,2194,desktop,5,0,11,46.05
2026-02-08,2198,mobile,18,3,5,14.38
2026-02-08,2199,mobile,15,2,4,11.08
2026-02-08,2202,mobile,6,2,2,10.96
2026-02-08,2204,mobile,28,2,4,10.52
2026-02-08,2209,mobile,11,2,11,10.58
2026-02-08,2210,mobile,24,16,2,12.4
2026-02-08,2211,mobile,11,7,4,12.01
2026-02-08,2212,desktop,3,0,0,4.8
2026-02-08,2213,mobile,16,2,5,9.13
2026-02-08,2214,mobile,13,3,3,12.75
2026-02-08,2215,mobile,17,2,1,13.62
2026-02-08,2217,mobile,6,4,6,10.68
2026-02-08,2219,desktop,5,0,1,3.47
2026-02-08,2220,mobile,31,7,4,11.8
2026-02-08,2223,mobile,17,1,2,11.41
2026-02-08,2224,desktop,3,2,2,2.25
2026-02-08,2225,mobile,23,7,0,10.39
2026-02-08,2226,mobile,12,3,1,11.07
2026-02-08,2227,mobile,8,2,3,12.09
2026-02-08,2228,mobile,22,0,9,11.8
2026-02-08,2229,mobile,18,4,10,11.9
2026-02-08,2231,desktop,9,1,3,2.92
2026-02-08,2232,mobile,22,0,1,11.58
2026-02-08,2234,mobile,28,2,7,325.35
2026-02-08,2237,desktop,6,0,4,3.35
2026-02-08,2239,mobile,12,5,3,10.58
2026-02-08,2242,mobile,18,4,1,13.91
2026-02-08,2243,mobile,16,3,1,10.84
2026-02-08,2244,mobile,9,4,4,210.98
2026-02-08,2249,desktop,5,1,2,2.76
2026-02-08,2250,desktop,10,2,1,4.06
2026-02-08,2251,mobile,12,2,4,14.73
2026-02-08,2253,mobile,9,3,7,10.18
2026-02-08,2254,mobile,11,3,2,9.73
2026-02-08,2256,mobile,15,1,7,13.06
2026-02-08,2258,mobile,13,5,4,15.59
2026-02-08,2259,mobile,24,4,1,9.24
2026-02-08,2262,mobile,11,4,4,9.23
2026-02-08,2264,mobile,13,4,5,10.11
2026-02-08,2268,mobile,16,11,10,12.12
2026-02-08,2270,desktop,10,1,2,2.63
2026-02-08,2271,mobile,12,4,7,11.67
2026-02-08,2272,mobile,23,2,6,16.23
2026-02-08,2273,mobile,22,5,8,9.49
2026-02-08,2275,mobile,21,2,6,10.51
2026-02-08,2277,mobile,16,5,6,12.12
2026-02-08,2278,mobile,10,2,4,14.79
2026-02-08,2283,desktop,3,1,0,2.98
2026-02-08,2288,mobile,19,3,6,12.64
2026-02-08,2295,desktop,9,0,0,3.17
2026-02-08,2297,desktop,4,0,1,1.71
2026-02-08,2299,mobile,21,2,2,10.36
2026-02-08,2302,mobile,14,4,3,11.1
2026-02-08,2308,desktop,4,0,5,2.92
2026-02-08,2312,mobile,41,2,6,8.88
2026-02-08,2316,mobile,10,2,7,13.95
2026-02-08,2317,mobile,16,2,3,12.33
2026-02-08,2318,mobile,13,1,5,15.18
2026-02-08,2319,mobile,15,2,4,13.52
2026-02-08,2320,mobile,18,2,1,12.21
2026-02-08,2321,mobile,14,8,6,14.69
2026-02-08,2322,mobile,15,5,8,15.96
2026-02-08,2323,mobile,10,3,0,11.71
2026-02-08,2325,mobile,9,7,10,10.84
2026-02-08,2326,mobile,20,8,3,14.61
2026-02-08,2328,mobile,14,3,1,11.11
2026-02-08,2332,mobile,22,8,7,11.01
2026-02-08,2337,mobile,16,0,5,9.71
2026-02-08,2338,desktop,3,0,2,3.27
2026-02-08,2339,mobile,11,1,7,11.46
2026-02-08,2340,mobile,17,8,4,10.83
2026-02-08,2342,desktop,4,1,2,2.58
2026-02-08,2343,mobile,9,0,3,277.69
2026-02-08,2345,mobile,5,5,5,15.01
2026-02-08,2347,mobile,12,3,6,12.88
2026-02-08,2348,mobile,17,3,7,9.54
2026-02-08,2351,mobile,20,4,8,13.76
2026-02-08,2352,mobile,19,0,4,12.1
2026-02-08,2353,mobile,12,2,4,11.36
2026-02-08,2356,mobile,57,3,3,11.02
2026-02-08,2359,desktop,6,1,0,3.14
2026-02-08,2364,mobile,15,5,6,7.61
2026-02-08,2367,mobile,11,2,5,11.35
2026-02-08,2368,mobile,12,2,8,11.26
2026-02-08,2369,mobile,8,2,4,9.93
2026-02-08,2375,mobile,20,2,2,13.92
2026-02-08,2376,mobile,13,3,12,7.71
2026-02-08,2377,mobile,23,8,4,12.59
2026-02-08,2378,mobile,14,1,10,10.47
2026-02-08,2379,mobile,15,1,6,11.75
2026-02-08,2383,mobile,14,1,4,13.19
2026-02-08,2384,mobile,25,11,4,10.1
2026-02-08,2390,mobile,19,6,6,11.92
2026-02-08,2391,desktop,1,5,3,1.84
2026-02-08,2392,mobile,10,2,3,161.93
2026-02-08,2393,desktop,4,0,1,4.25
2026-02-08,2394,mobile,5,0,5,12.28
2026-02-08,2395,mobile,16,2,4,14.94
2026-02-08,2396,desktop,6,3,2,5.98
2026-02-08,2400,mobile,26,5,6,12.11
2026-02-08,2401,desktop,8,0,2,3.29
2026-02-08,2402,mobile,9,7,9,10.87
2026-02-08,2404,mobile,17,0,3,14.47
2026-02-08,2406,mobile,18,0,8,10.48
2026-02-08,2408,mobile,10,2,10,14.51
2026-02-08,2410,mobile,12,3,13,14.2
2026-02-08,2412,mobile,22,7,6,14.79
2026-02-08,2413,desktop,6,1,0,1.33
2026-02-08,2414,mobile,16,2,6,10.49
2026-02-08,2415,mobile,42,5,3,12.34
2026-02-08,2416,mobile,12,3,7,10.85
2026-02-08,2417,desktop,3,1,0,3.21
2026-02-08,2420,desktop,1,0,4,3.5
2026-02-08,2422,mobile,9,2,5,9.7
2026-02-08,2424,mobile,10,2,5,9.61
2026-02-08,2425,mobile,15,2,5,12.03
2026-02-08,2426,desktop,4,0,2,2.9
2026-02-08,2427,mobile,14,4,5,11.33
2026-02-08,2429,mobile,7,6,4,8.62
2026-02-08,2431,mobile,17,11,11,12.93
2026-02-08,2432,mobile,7,4,0,13.48
2026-02-08,2434,mobile,11,2,6,13.51
2026-02-08,2436,mobile,18,0,11,12.89
2026-02-08,2437,mobile,13,3,5,12.14
2026-02-08,2438,mobile,10,1,8,10.59
2026-02-08,2439,desktop,6,1,5,2.87
2026-02-08,2441,mobile,16,6,4,13.59
2026-02-08,2442,mobile,14,8,3,9.53
2026-02-08,2443,mobile,12,3,4,11.19
2026-02-08,2444,mobile,16,3,4,15.9
2026-02-08,2451,mobile,20,2,7,11.02
2026-02-08,2452,mobile,5,3,11,12.76
2026-02-08,2453,mobile,25,2,10,11.77
2026-02-08,2457,mobile,16,4,10,164.03
2026-02-08,2458,mobile,9,0,5,13.62
2026-02-08,2459,mobile,14,6,3,11.25
2026-02-08,2462,mobile,16,5,4,11.0
2026-02-08,2463,mobile,17,2,8,14.71
2026-02-08,2465,mobile,14,6,9,13.74
2026-02-08,2469,mobile,6,2,7,9.66
2026-02-08,2473,mobile,19,6,6,11.63
2026-02-08,2474,mobile,11,1,5,10.51
2026-02-08,2475,mobile,21,4,4,13.08
2026-02-08,2477,mobile,16,2,1,13.23
2026-02-08,2478,desktop,1,1,6,2.61
2026-02-08,2479,mobile,25,4,9,15.27
2026-02-08,2480,mobile,21,7,6,12.77
2026-02-08,2481,mobile,11,3,4,14.62
2026-02-08,2482,mobile,19,3,8,10.14
2026-02-08,2484,mobile,10,3,3,9.94
2026-02-08,2485,mobile,17,5,4,11.24
2026-02-08,2486,mobile,13,1,9,10.88
2026-02-08,2491,mobile,11,3,9,12.83
2026-02-08,2493,mobile,14,2,7,14.28
2026-02-08,2496,mobile,19,4,2,13.46
2026-02-08,2497,mobile,13,4,2,9.7
2026-02-08,2500,mobile,27,5,2,9.21
2026-02-08,2503,mobile,11,0,4,15.64
2026-02-08,2504,mobile,18,2,3,13.97
2026-02-08,2505,desktop,3,0,5,3.28
2026-02-08,2509,mobile,14,1,8,11.61
2026-02-08,2518,mobile,13,1,5,11.34
2026-02-08,2519,mobile,24,5,4,13.39
2026-02-08,2524,mobile,6,5,6,13.13
2026-02-08,2527,mobile,52,1,5,11.66
2026-02-08,2529,mobile,9,2,5,12.64
2026-02-08,2530,mobile,18,2,7,9.11
2026-02-08,2531,mobile,9,2,8,12.79
2026-02-08,2534,mobile,12,2,4,13.24
2026-02-08,2538,mobile,20,5,6,10.85
2026-02-08,2539,mobile,18,0,2,14.07
2026-02-08,2540,mobile,10,4,6,13.38
2026-02-08,2541,mobile,45,1,3,14.13
2026-02-08,2542,mobile,22,0,4,11.31
2026-02-08,2544,desktop,10,1,2,4.72
2026-02-08,2545,mobile,21,5,4,13.82
2026-02-08,2548,mobile,17,9,3,8.77
2026-02-08,2551,desktop,3,0,2,3.16
2026-02-08,2552,mobile,15,3,8,9.88
2026-02-08,2555,mobile,7,1,8,13.86
2026-02-08,2556,mobile,30,3,7,9.32
2026-02-08,2558,desktop,13,0,0,3.08
2026-02-08,2560,mobile,16,4,7,11.48
2026-02-08,2561,mobile,17,3,7,8.67
2026-02-08,2563,desktop,6,3,2,2.47
2026-02-08,2565,mobile,9,5,4,9.18
2026-02-08,2567,mobile,12,3,9,10.23
2026-02-08,2570,mobile,11,3,5,6.78
2026-02-08,2571,mobile,8,3,4,9.08
2026-02-08,2572,mobile,20,2,5,12.64
2026-02-08,2575,mobile,13,3,4,10.92
2026-02-08,2578,mobile,61,1,4,10.66
2026-02-08,2580,desktop,5,1,3,1.97
2026-02-08,2581,mobile,12,4,9,8.83
2026-02-08,2583,mobile,15,3,3,8.21
2026-02-08,2584,mobile,19,3,3,10.14
2026-02-08,2585,mobile,17,1,9,13.43
2026-02-08,2586,desktop,7,0,2,2.31
2026-02-08,2588,mobile,13,7,4,7.77
2026-02-08,2594,desktop,6,3,0,2.35
2026-02-08,2595,mobile,16,16,6,13.23
2026-02-08,2596,mobile,14,3,1,11.7
2026-02-08,2608,mobile,14,2,4,13.03
2026-02-08,2611,desktop,2,1,1,4.1
2026-02-08,2614,mobile,16,4,7,15.31
2026-02-08,2615,desktop,4,3,4,4.22
2026-02-08,2618,mobile,14,11,7,10.9
2026-02-08,2620,mobile,25,4,5,13.31
2026-02-08,2621,mobile,7,17,10,11.39
2026-02-08,2622,mobile,11,2,4,12.02
2026-02-08,2624,mobile,13,1,7,7.55
2026-02-08,2627,mobile,25,2,2,11.67
